State,District,Year,No_of_Accounts,Credit_Limit_Cr,Amount_Outstanding_Cr,Credit_Utilization_Ratio
TELANGANA,KARIMNAGAR,2022,418145,13847.4591,10464.2369,0.7557
TELANGANA,KARIMNAGAR,2023,487772,17285.4432,13076.3761,0.7565
TELANGANA,KARIMNAGAR,2024,545880,20552.3875,15363.1179,0.7475
TELANGANA,KHAMMAM,2019,415843,8556.5497,7106.5445,0.8305
TELANGANA,KHAMMAM,2020,412934,10498.209,8661.9975,0.8251
TELANGANA,KHAMMAM,2021,479442,12722.4189,10463.6567,0.8225
TELANGANA,KHAMMAM,2022,523816,15044.3517,12222.1585,0.8124
TELANGANA,KHAMMAM,2023,583074,18145.3614,14720.0981,0.8112
TELANGANA,KHAMMAM,2024,668660,22719.8684,18302.8158,0.8056
TELANGANA,KOMRAM BHEEM (ASIFABAD),2019,120839,2582.8375,2140.6461,0.8288
TELANGANA,KOMRAM BHEEM (ASIFABAD),2020,85222,1534.4018,1299.8729,0.8472
TELANGANA,KOMRAM BHEEM (ASIFABAD),2021,81308,1168.2746,1029.8584,0.8815
TELANGANA,KOMRAM BHEEM (ASIFABAD),2022,92005,1454.8266,1282.545,0.8816
TELANGANA,KOMRAM BHEEM (ASIFABAD),2023,96107,1679.2718,1492.4432,0.8887
TELANGANA,KOMRAM BHEEM (ASIFABAD),2024,99055,1888.2763,1625.8077,0.861
TELANGANA,MAHABUBABAD,2019,140376,2013.2021,1720.4941,0.8546
TELANGANA,MAHABUBABAD,2020,166629,2549.8082,2210.7264,0.867
TELANGANA,MAHABUBABAD,2021,186660,3037.4286,2652.891,0.8734
TELANGANA,MAHABUBABAD,2022,212466,3581.9437,3118.7638,0.8707
TELANGANA,MAHABUBABAD,2023,221790,4157.5484,3605.8827,0.8673
TELANGANA,MAHABUBABAD,2024,255519,5232.3841,4484.7904,0.8571
TELANGANA,MAHBUBNAGAR,2019,345666,8507.6137,6764.1705,0.7951
TELANGANA,MAHBUBNAGAR,2020,307640,6979.269,5519.5435,0.7908
TELANGANA,MAHBUBNAGAR,2021,343987,8249.4814,6473.6305,0.7847
TELANGANA,MAHBUBNAGAR,2022,361935,9512.2252,7509.5861,0.7895
TELANGANA,MAHBUBNAGAR,2023,371130,11133.5004,8825.9635,0.7927
TELANGANA,MAHBUBNAGAR,2024,407430,13302.8049,10334.9756,0.7769
TELANGANA,MANCHERIAL,2019,146085,2860.5337,2363.5665,0.8263
TELANGANA,MANCHERIAL,2020,179415,4091.3247,3402.511,0.8316
TELANGANA,MANCHERIAL,2021,200941,5013.1566,4086.7231,0.8152
TELANGANA,MANCHERIAL,2022,221661,5897.6537,4772.3558,0.8092
TELANGANA,MANCHERIAL,2023,241205,6973.0042,5675.9685,0.814
TELANGANA,MANCHERIAL,2024,266912,8365.3142,6770.8888,0.8094
TELANGANA,MEDAK,2019,322669,7171.2976,5796.7171,0.8083
TELANGANA,MEDAK,2020,255102,7891.2328,4687.0527,0.594
TELANGANA,MEDAK,2021,281951,8704.5948,5384.0948,0.6185
TELANGANA,MEDAK,2022,274238,6366.5173,4615.9283,0.725
TELANGANA,MEDAK,2023,310260,8659.6345,5635.6615,0.6508
TELANGANA,MEDAK,2024,337883,9531.3183,6225.2467,0.6531
TELANGANA,MEDCHAL-MALKAJGIRI,2019,488712,48433.6015,31278.8787,0.6458
TELANGANA,MEDCHAL-MALKAJGIRI,2020,824206,68022.9051,46819.0645,0.6883
TELANGANA,MEDCHAL-MALKAJGIRI,2021,1646142,85209.2792,55813.5124,0.655
TELANGANA,MEDCHAL-MALKAJGIRI,2022,1708882,100688.3082,66331.2003,0.6588
TELANGANA,MEDCHAL-MALKAJGIRI,2023,1865075,120177.3139,82430.4887,0.6859
TELANGANA,MEDCHAL-MALKAJGIRI,2024,2234545,182880.3719,130839.0993,0.7154
TELANGANA,MULUGU,2019,66288,796.6562,678.3071,0.8514
TELANGANA,MULUGU,2020,73596,925.8953,814.0656,0.8792
TELANGANA,MULUGU,2021,77160,1084.6907,935.9778,0.8629
TELANGANA,MULUGU,2022,80506,1231.516,1064.7777,0.8646
TELANGANA,MULUGU,2023,89121,1468.0433,1272.3232,0.8667
TELANGANA,MULUGU,2024,99209,1793.8194,1533.8362,0.8551
TELANGANA,NAGARKURNOOL,2019,200439,2544.9513,2209.5472,0.8682
TELANGANA,NAGARKURNOOL,2020,225774,3059.1666,2717.3701,0.8883
TELANGANA,NAGARKURNOOL,2021,244883,3660.1713,3192.6027,0.8723
TELANGANA,NAGARKURNOOL,2022,254611,4140.7513,3598.3449,0.869
TELANGANA,NAGARKURNOOL,2023,276659,4895.5929,4263.0857,0.8708
TELANGANA,NAGARKURNOOL,2024,305286,6060.9326,5208.9938,0.8594
TELANGANA,NALGONDA,2019,520105,9925.7043,8134.6922,0.8196
TELANGANA,NALGONDA,2020,569418,11502.4529,9361.9111,0.8139
TELANGANA,NALGONDA,2021,641925,13460.217,11068.2449,0.8223
TELANGANA,NALGONDA,2022,680628,15381.0846,12627.7707,0.821
TELANGANA,NALGONDA,2023,741803,18248.9791,14789.0141,0.8104
TELANGANA,NALGONDA,2024,827568,22893.0322,18409.4678,0.8042
TELANGANA,NARAYANPET,2019,126903,1471.9232,1304.2557,0.8861
TELANGANA,NARAYANPET,2020,137369,1751.5256,1553.5313,0.887
TELANGANA,NARAYANPET,2021,145367,2001.9777,1759.7869,0.879
TELANGANA,NARAYANPET,2022,154090,2238.0742,1952.6408,0.8725
TELANGANA,NARAYANPET,2023,165838,2590.0287,2249.8582,0.8687
TELANGANA,NARAYANPET,2024,169982,2950.9041,2516.6098,0.8528
TELANGANA,NIRMAL,2019,145550,2750.2477,2407.353,0.8753
TELANGANA,NIRMAL,2020,164620,3353.2427,2931.0561,0.8741
TELANGANA,NIRMAL,2021,185829,4004.449,3455.2701,0.8629
TELANGANA,NIRMAL,2022,202484,4758.6414,4095.7635,0.8607
TELANGANA,NIRMAL,2023,223404,5712.6318,4895.9436,0.857
TELANGANA,NIRMAL,2024,247828,6815.1492,5762.6472,0.8456
TELANGANA,NIZAMABAD,2019,407304,10605.9745,8652.917,0.8159
TELANGANA,NIZAMABAD,2020,408927,10735.6969,8774.9462,0.8174
TELANGANA,NIZAMABAD,2021,479935,12671.5314,10241.7645,0.8082
TELANGANA,NIZAMABAD,2022,527211,15035.7871,12063.6799,0.8023
TELANGANA,NIZAMABAD,2023,581000,18147.8656,14461.611,0.7969
TELANGANA,NIZAMABAD,2024,661345,21647.6536,17202.8498,0.7947
TELANGANA,PEDDAPALLI,2019,142869,3055.0009,2393.1963,0.7834
TELANGANA,PEDDAPALLI,2020,163053,3526.161,2756.6902,0.7818
TELANGANA,PEDDAPALLI,2021,190366,4217.8283,3311.3668,0.7851
TELANGANA,PEDDAPALLI,2022,206498,4920.1546,3852.1621,0.7829
TELANGANA,PEDDAPALLI,2023,225766,6084.631,4770.9411,0.7841
TELANGANA,PEDDAPALLI,2024,254680,7224.9673,5590.3246,0.7738
TELANGANA,RAJANNA(SIRCILLA),2019,77932,1462.4125,1177.5292,0.8052
TELANGANA,RAJANNA(SIRCILLA),2020,97741,1903.1094,1533.9176,0.806
TELANGANA,RAJANNA(SIRCILLA),2021,112405,2218.5502,1776.3318,0.8007
TELANGANA,RAJANNA(SIRCILLA),2022,120655,2604.9947,2089.4325,0.8021
TELANGANA,RAJANNA(SIRCILLA),2023,130926,3129.8454,2502.6429,0.7996
TELANGANA,RAJANNA(SIRCILLA),2024,142908,3729.8271,2899.6975,0.7774
TELANGANA,RANGAREDDI,2019,1460245,56405.7517,34584.0325,0.6131
TELANGANA,RANGAREDDI,2020,1376115,61526.6739,37277.1615,0.6059
TELANGANA,RANGAREDDI,2021,748278,32495.9569,21848.6165,0.6723
TELANGANA,RANGAREDDI,2022,803456,44153.2984,27883.1141,0.6315
TELANGANA,RANGAREDDI,2023,868013,52964.7014,35640.0388,0.6729
TELANGANA,RANGAREDDI,2024,1023399,68275.3904,46059.0982,0.6746
TELANGANA,SANGAREDDY,2019,271262,9682.5967,7428.1093,0.7672
TELANGANA,SANGAREDDY,2020,363476,13550.723,10381.8966,0.7662
TELANGANA,SANGAREDDY,2021,406996,15560.5159,12011.4817,0.7719
TELANGANA,SANGAREDDY,2022,444340,18380.6204,13751.8725,0.7482
TELANGANA,SANGAREDDY,2023,460208,21112.3364,15991.2708,0.7574
TELANGANA,SANGAREDDY,2024,540009,31338.9299,24244.2848,0.7736
TELANGANA,SIDDIPET,2019,198979,3760.6102,3120.1242,0.8297
TELANGANA,SIDDIPET,2020,240183,4884.7498,4089.75,0.8372
TELANGANA,SIDDIPET,2021,284391,5931.6774,4932.6862,0.8316
TELANGANA,SIDDIPET,2022,300478,6803.8703,5601.5321,0.8233
TELANGANA,SIDDIPET,2023,331901,8121.4559,6721.7308,0.8277
TELANGANA,SIDDIPET,2024,370224,10000.839,8210.0486,0.8209
TELANGANA,SURYAPET,2019,273478,5511.8851,4648.0718,0.8433
TELANGANA,SURYAPET,2020,318955,6666.0067,5634.5122,0.8453
TELANGANA,SURYAPET,2021,361647,8048.5176,6757.1232,0.8395
TELANGANA,SURYAPET,2022,404083,9434.8073,7818.3477,0.8287
TELANGANA,SURYAPET,2023,451345,11069.8294,9233.4733,0.8341
TELANGANA,SURYAPET,2024,494660,14094.5244,11353.3009,0.8055
TELANGANA,VIKARABAD,2019,164908,2454.1337,2088.6414,0.8511
TELANGANA,VIKARABAD,2020,201620,3046.8628,2589.3504,0.8498
TELANGANA,VIKARABAD,2021,231278,3649.5604,3071.0007,0.8415
TELANGANA,VIKARABAD,2022,241925,4190.8628,3513.5051,0.8384
TELANGANA,VIKARABAD,2023,255820,4914.7703,4123.7868,0.8391
TELANGANA,VIKARABAD,2024,290977,6210.0516,5087.1301,0.8192
TELANGANA,WANAPARTHY,2019,116577,1778.3586,1539.9328,0.8659
TELANGANA,WANAPARTHY,2020,132296,2203.5267,1915.5087,0.8693
TELANGANA,WANAPARTHY,2021,147758,2623.776,2240.0109,0.8537
TELANGANA,WANAPARTHY,2022,160681,3071.1735,2586.6623,0.8422
TELANGANA,WANAPARTHY,2023,174959,3698.7296,3081.5301,0.8331
TELANGANA,WANAPARTHY,2024,191801,4428.7169,3650.5199,0.8243
TELANGANA,WARANGAL,2023,298844,7023.006,5380.8707,0.7662
TELANGANA,WARANGAL,2024,368223,10540.1336,7939.4462,0.7533
TELANGANA,WARANGAL RURAL,2019,145343,2255.6105,1892.0479,0.8388
TELANGANA,WARANGAL RURAL,2020,155572,2488.0937,2102.5162,0.845
TELANGANA,WARANGAL RURAL,2021,172397,2917.599,2480.3661,0.8501
TELANGANA,WARANGAL RURAL,2022,182624,3320.0346,2831.9262,0.853
TELANGANA,WARANGAL URBAN,2019,296872,13373.6909,10225.3884,0.7646
TELANGANA,WARANGAL URBAN,2020,316168,14878.6978,11281.2676,0.7582
TELANGANA,WARANGAL URBAN,2021,393290,18286.7967,13276.5598,0.726
TELANGANA,WARANGAL URBAN,2022,432498,19600.035,14609.9286,0.7454
TELANGANA,YADADRI,2019,146202,2807.3715,2304.2434,0.8208
TELANGANA,YADADRI,2020,171737,3315.303,2804.388,0.8459
TELANGANA,YADADRI,2021,210168,4117.0928,3448.7802,0.8377
TELANGANA,YADADRI,2022,219473,4876.8459,4005.196,0.8213
TELANGANA,YADADRI BHUVANAGIRI,2023,242474,5976.6688,4906.568,0.821
TELANGANA,YADADRI BHUVANAGIRI,2024,279372,7280.9158,5931.3327,0.8146
TRIPURA,DHALAI,2019,71125,745.1197,596.9264,0.8011
TRIPURA,DHALAI,2020,78080,849.7936,670.4342,0.7889
TRIPURA,DHALAI,2021,78416,921.897,714.9998,0.7756
TRIPURA,DHALAI,2022,77096,1021.0634,758.7236,0.7431
TRIPURA,DHALAI,2023,70721,1163.7622,782.6927,0.6726
TRIPURA,DHALAI,2024,70027,1289.5719,944.7791,0.7326
TRIPURA,GOMATI,2019,83817,604.2172,494.4346,0.8183
TRIPURA,GOMATI,2020,66549,749.9925,580.1796,0.7736
TRIPURA,GOMATI,2021,79056,880.9252,687.3137,0.7802
TRIPURA,GOMATI,2022,78095,1065.6399,799.0982,0.7499
TRIPURA,GOMATI,2023,65507,1090.2431,789.625,0.7243
TRIPURA,GOMATI,2024,106034,1935.7105,1469.268,0.759
TRIPURA,KHOWAI,2019,67489,463.341,392.814,0.8478
TRIPURA,KHOWAI,2020,76049,663.744,550.3282,0.8291
TRIPURA,KHOWAI,2021,52952,545.4834,429.5718,0.7875
TRIPURA,KHOWAI,2022,76930,880.1485,676.5793,0.7687
TRIPURA,KHOWAI,2023,62288,842.0229,593.7596,0.7052
TRIPURA,KHOWAI,2024,57238,800.791,607.0976,0.7581
TRIPURA,NORTH TRIPURA,2019,105618,1108.9221,864.1932,0.7793
TRIPURA,NORTH TRIPURA,2020,124919,1153.9363,910.6599,0.7892
TRIPURA,NORTH TRIPURA,2021,162806,1455.6977,1174.5418,0.8069
TRIPURA,NORTH TRIPURA,2022,122411,1420.6873,1083.3905,0.7626
TRIPURA,NORTH TRIPURA,2023,116759,1673.6682,1197.769,0.7157
TRIPURA,NORTH TRIPURA,2024,126252,1975.9294,1469.8082,0.7439
TRIPURA,SEPAHIJALA,2019,92398,684.2598,578.0968,0.8448
TRIPURA,SEPAHIJALA,2020,92088,817.2075,682.3928,0.835
TRIPURA,SEPAHIJALA,2021,91211,821.174,672.1495,0.8185
TRIPURA,SEPAHIJALA,2022,97871,1159.4965,920.8317,0.7942
TRIPURA,SEPAHIJALA,2023,85886,1164.9953,881.8274,0.7569
TRIPURA,SEPAHIJALA,2024,81584,1613.885,1340.5628,0.8306
TRIPURA,SOUTH TRIPURA,2019,136827,1444.3357,1171.428,0.811
TRIPURA,SOUTH TRIPURA,2020,155858,1534.7205,1234.389,0.8043
TRIPURA,SOUTH TRIPURA,2021,170396,1734.0119,1396.6105,0.8054
TRIPURA,SOUTH TRIPURA,2022,145839,1913.3791,1499.3029,0.7836
TRIPURA,SOUTH TRIPURA,2023,136366,2001.9673,1508.1991,0.7534
TRIPURA,SOUTH TRIPURA,2024,102799,1785.4544,1327.4733,0.7435
TRIPURA,UNAKOTI,2019,66129,441.4871,379.1642,0.8588
TRIPURA,UNAKOTI,2020,51255,512.2927,410.8483,0.802
TRIPURA,UNAKOTI,2021,52087,565.2227,441.8864,0.7818
TRIPURA,UNAKOTI,2022,68932,807.7241,635.6344,0.7869
TRIPURA,UNAKOTI,2023,54575,794.6658,592.1977,0.7452
TRIPURA,UNAKOTI,2024,50148,857.5759,621.4098,0.7246
TRIPURA,WEST TRIPURA,2019,339689,7403.9967,5986.0098,0.8085
TRIPURA,WEST TRIPURA,2020,359773,7961.5922,6306.3568,0.7921
TRIPURA,WEST TRIPURA,2021,454776,8504.0518,6576.4239,0.7733
TRIPURA,WEST TRIPURA,2022,398336,9360.2473,7188.7092,0.768
TRIPURA,WEST TRIPURA,2023,417511,10919.9815,8153.0256,0.7466
TRIPURA,WEST TRIPURA,2024,436060,13019.6165,9624.2184,0.7392
UTTAR PRADESH,AGRA,2019,958397,36106.845,25263.4774,0.6997
UTTAR PRADESH,AGRA,2020,1137885,37753.8309,26952.6677,0.7139
UTTAR PRADESH,AGRA,2021,1259137,40406.3784,29446.3269,0.7288
UTTAR PRADESH,AGRA,2022,1031565,42668.6813,30638.2506,0.7181
UTTAR PRADESH,AGRA,2023,1216163,49184.4221,34955.1716,0.7107
UTTAR PRADESH,AGRA,2024,1510243,59337.8704,40759.2458,0.6869
UTTAR PRADESH,ALIGARH,2019,393769,11917.9383,9723.5224,0.8159
UTTAR PRADESH,ALIGARH,2020,405028,12809.8503,10256.0192,0.8006
UTTAR PRADESH,ALIGARH,2021,442704,13939.5462,11137.8627,0.799
UTTAR PRADESH,ALIGARH,2022,468937,15329.1134,11995.3445,0.7825
UTTAR PRADESH,ALIGARH,2023,517274,17365.3479,13273.8431,0.7644
UTTAR PRADESH,ALIGARH,2024,580618,20712.5543,15597.8189,0.7531
UTTAR PRADESH,ALLAHABAD,2019,424242,14522.4179,9530.6159,0.6563
UTTAR PRADESH,ALLAHABAD,2020,545346,18323.486,13418.1519,0.7323
UTTAR PRADESH,ALLAHABAD,2021,613089,21922.2651,16128.5265,0.7357
UTTAR PRADESH,ALLAHABAD,2022,667171,23629.6095,16552.6973,0.7005
UTTAR PRADESH,AMBEDKAR NAGAR,2019,161700,2704.5346,2049.9392,0.758
UTTAR PRADESH,AMBEDKAR NAGAR,2020,187192,3211.5363,2326.4412,0.7244
UTTAR PRADESH,AMBEDKAR NAGAR,2021,182411,3600.954,2648.7518,0.7356
UTTAR PRADESH,AMBEDKAR NAGAR,2022,201591,4117.2199,2976.3574,0.7229
UTTAR PRADESH,AMBEDKAR NAGAR,2023,230148,5120.9427,3643.7905,0.7115
UTTAR PRADESH,AMBEDKAR NAGAR,2024,257616,6185.4455,4370.9879,0.7067
UTTAR PRADESH,AMETHI,2019,135582,2301.2138,1728.6579,0.7512
UTTAR PRADESH,AMETHI,2020,242553,3331.8615,2395.8622,0.7191
UTTAR PRADESH,AMETHI,2021,287844,3935.7491,2905.4547,0.7382
UTTAR PRADESH,AMETHI,2022,306141,4235.5856,3168.4052,0.748
UTTAR PRADESH,AMETHI,2023,334231,4932.7079,3555.8274,0.7209
UTTAR PRADESH,AMETHI,2024,369196,5690.6051,4105.8935,0.7215
UTTAR PRADESH,AMROHA,2023,264146,6750.6882,5193.1408,0.7693
UTTAR PRADESH,AMROHA,2024,266913,7262.8921,5532.589,0.7618
UTTAR PRADESH,AURAIYA,2019,69648,1339.911,1048.3854,0.7824
UTTAR PRADESH,AURAIYA,2020,72768,1495.0904,1152.0573,0.7706
UTTAR PRADESH,AURAIYA,2021,90804,1855.6991,1441.0707,0.7766
UTTAR PRADESH,AURAIYA,2022,91792,2184.4371,1672.131,0.7655
UTTAR PRADESH,AURAIYA,2023,99452,2680.0184,2010.2355,0.7501
UTTAR PRADESH,AURAIYA,2024,113232,3290.166,2402.5305,0.7302
UTTAR PRADESH,AYODHYA,2023,287921,7644.2964,5547.5961,0.7257
UTTAR PRADESH,AYODHYA,2024,328322,9604.2899,6803.49,0.7084
UTTAR PRADESH,AZAMGARH,2019,276800,4561.3754,3428.4559,0.7516
UTTAR PRADESH,AZAMGARH,2020,286242,4984.6505,3671.4898,0.7366
UTTAR PRADESH,AZAMGARH,2021,289785,5626.5573,4238.4067,0.7533
UTTAR PRADESH,AZAMGARH,2022,296352,6249.9966,4790.151,0.7664
UTTAR PRADESH,AZAMGARH,2023,343771,7946.372,6017.7229,0.7573
UTTAR PRADESH,AZAMGARH,2024,406404,9865.818,7432.9503,0.7534
UTTAR PRADESH,BAGHPAT,2019,105846,2597.6123,2201.1933,0.8474
UTTAR PRADESH,BAGHPAT,2020,110493,2803.8505,2309.4482,0.8237
UTTAR PRADESH,BAGHPAT,2021,127925,3059.8374,2578.2142,0.8426
UTTAR PRADESH,BAGHPAT,2022,134098,3383.8448,2826.1209,0.8352
UTTAR PRADESH,BAGHPAT,2023,140595,3763.3616,3050.4227,0.8106
UTTAR PRADESH,BAGHPAT,2024,153498,4273.6489,3398.4324,0.7952
UTTAR PRADESH,BAHRAICH,2019,224603,4289.556,3591.5451,0.8373
UTTAR PRADESH,BAHRAICH,2020,226084,4592.9326,3748.0796,0.8161
UTTAR PRADESH,BAHRAICH,2021,242380,5067.8669,4176.5157,0.8241
UTTAR PRADESH,BAHRAICH,2022,255091,5871.138,4856.4117,0.8272
UTTAR PRADESH,BAHRAICH,2023,279263,7076.9816,5759.6951,0.8139
UTTAR PRADESH,BAHRAICH,2024,321605,8602.1378,6671.9496,0.7756
UTTAR PRADESH,BALLIA,2019,262086,3278.1095,2311.1505,0.705
UTTAR PRADESH,BALLIA,2020,213477,3319.6091,2496.4941,0.752
UTTAR PRADESH,BALLIA,2021,243076,3668.2438,2806.0933,0.765
UTTAR PRADESH,BALLIA,2022,243456,4415.1971,3371.3232,0.7636
UTTAR PRADESH,BALLIA,2023,275523,5547.8704,4103.716,0.7397
UTTAR PRADESH,BALLIA,2024,297311,6884.3975,4936.4567,0.717
UTTAR PRADESH,BALRAMPUR,2019,104645,1867.3999,1529.9683,0.8193
UTTAR PRADESH,BALRAMPUR,2020,114866,2264.9978,1808.8177,0.7986
UTTAR PRADESH,BALRAMPUR,2021,132468,2613.0304,2177.1119,0.8332
UTTAR PRADESH,BALRAMPUR,2022,142533,2952.6005,2405.1158,0.8146
UTTAR PRADESH,BALRAMPUR,2023,148804,3475.9752,2755.9418,0.7929
UTTAR PRADESH,BALRAMPUR,2024,156668,4032.8419,3152.2404,0.7816
UTTAR PRADESH,BANDA,2019,170101,2777.7772,2488.1103,0.8957
UTTAR PRADESH,BANDA,2020,161591,2711.4435,2502.107,0.9228
UTTAR PRADESH,BANDA,2021,163594,2944.157,2652.9021,0.9011
UTTAR PRADESH,BANDA,2022,170608,3221.5294,2849.8028,0.8846
UTTAR PRADESH,BANDA,2023,178110,3693.5235,3165.2786,0.857
UTTAR PRADESH,BANDA,2024,188203,4414.0786,3611.1726,0.8181
UTTAR PRADESH,BARA BANKI,2019,327048,6409.3653,4685.08,0.731
UTTAR PRADESH,BARA BANKI,2020,356002,6752.2122,5041.7524,0.7467
UTTAR PRADESH,BARA BANKI,2021,383792,7410.9421,5662.0785,0.764
UTTAR PRADESH,BARA BANKI,2022,405080,8528.5243,6466.1402,0.7582
UTTAR PRADESH,BARA BANKI,2023,409030,9788.7304,7179.613,0.7335
UTTAR PRADESH,BARA BANKI,2024,388090,11065.1409,8163.6708,0.7378
UTTAR PRADESH,BAREILLY,2019,441628,14048.5284,10690.7404,0.761
UTTAR PRADESH,BAREILLY,2020,714574,16149.3217,11847.9825,0.7337
UTTAR PRADESH,BAREILLY,2021,757967,18114.9016,13397.4475,0.7396
UTTAR PRADESH,BAREILLY,2022,846973,20816.4702,15420.4744,0.7408
UTTAR PRADESH,BAREILLY,2023,1006951,25441.1016,18777.5754,0.7381
UTTAR PRADESH,BAREILLY,2024,1154188,31995.8335,23253.7486,0.7268
UTTAR PRADESH,BASTI,2019,158791,3001.4578,2332.9666,0.7773
UTTAR PRADESH,BASTI,2020,179592,3401.8281,2590.5186,0.7615
UTTAR PRADESH,BASTI,2021,197736,3660.083,2843.7163,0.777
UTTAR PRADESH,BASTI,2022,206162,4233.7803,3250.0393,0.7676
UTTAR PRADESH,BASTI,2023,232240,5303.937,3878.081,0.7312
UTTAR PRADESH,BASTI,2024,256148,6360.7756,4591.8605,0.7219
UTTAR PRADESH,BHIM NAGAR,2019,178736,3671.486,3172.5588,0.8641
UTTAR PRADESH,BHIM NAGAR,2020,194143,4669.5067,3774.0887,0.8082
UTTAR PRADESH,BHIM NAGAR,2021,210387,4922.5594,4095.6151,0.832
UTTAR PRADESH,BHIM NAGAR,2022,225138,5684.5819,4604.9119,0.8101
UTTAR PRADESH,BIJNOR,2019,354982,10061.4212,8189.571,0.814
UTTAR PRADESH,BIJNOR,2020,375117,10632.4492,8788.5688,0.8266
UTTAR PRADESH,BIJNOR,2021,416835,11026.4165,8893.1391,0.8065
UTTAR PRADESH,BIJNOR,2022,416618,14098.6962,9392.411,0.6662
UTTAR PRADESH,BIJNOR,2023,437371,13095.0381,9677.3428,0.739
UTTAR PRADESH,BIJNOR,2024,475542,15288.0043,10719.046,0.7011
UTTAR PRADESH,BUDAUN,2019,234590,4604.4065,3893.5211,0.8456
UTTAR PRADESH,BUDAUN,2020,239735,5043.2621,4191.0876,0.831
UTTAR PRADESH,BUDAUN,2021,263127,5678.5281,4781.7913,0.8421
UTTAR PRADESH,BUDAUN,2022,275939,6192.757,5181.5907,0.8367
UTTAR PRADESH,BUDAUN,2023,292653,7296.0431,5814.2682,0.7969
UTTAR PRADESH,BUDAUN,2024,308022,8202.0428,6551.7772,0.7988
UTTAR PRADESH,BULANDSHAHR,2019,322126,8091.0924,6693.4137,0.8273
UTTAR PRADESH,BULANDSHAHR,2020,353546,8736.5482,7028.3281,0.8045
UTTAR PRADESH,BULANDSHAHR,2021,380836,9182.2826,7466.1481,0.8131
UTTAR PRADESH,BULANDSHAHR,2022,395767,9984.6988,7992.4445,0.8005
UTTAR PRADESH,BULANDSHAHR,2023,418951,11264.1744,8727.9885,0.7748
UTTAR PRADESH,BULANDSHAHR,2024,465774,13335.806,10104.3922,0.7577
UTTAR PRADESH,CHANDAULI,2019,153536,2516.5153,1964.2834,0.7806
UTTAR PRADESH,CHANDAULI,2020,164760,2923.2301,2232.8682,0.7638
UTTAR PRADESH,CHANDAULI,2021,188669,3450.9176,2700.7581,0.7826
UTTAR PRADESH,CHANDAULI,2022,181182,3806.6438,2962.3187,0.7782
UTTAR PRADESH,CHANDAULI,2023,196873,4818.568,3613.3146,0.7499
UTTAR PRADESH,CHANDAULI,2024,217160,5755.739,4285.5312,0.7446
UTTAR PRADESH,CHITRAKOOT,2019,101266,1313.3679,1179.5259,0.8981
UTTAR PRADESH,CHITRAKOOT,2020,101759,1398.6994,1227.3306,0.8775
UTTAR PRADESH,CHITRAKOOT,2021,106647,1617.0477,1427.8176,0.883
UTTAR PRADESH,CHITRAKOOT,2022,108511,1796.1796,1570.827,0.8745
UTTAR PRADESH,CHITRAKOOT,2023,115216,2102.8631,1776.9065,0.845
UTTAR PRADESH,CHITRAKOOT,2024,119472,2427.5172,1944.7762,0.8011
UTTAR PRADESH,DEORIA,2019,232427,3419.9373,2620.9479,0.7664
UTTAR PRADESH,DEORIA,2020,247069,3874.5802,2930.3762,0.7563
UTTAR PRADESH,DEORIA,2021,265977,4345.5749,3362.9722,0.7739
UTTAR PRADESH,DEORIA,2022,279837,5300.3307,4059.8157,0.766
UTTAR PRADESH,DEORIA,2023,328876,6744.5449,4999.521,0.7413
UTTAR PRADESH,DEORIA,2024,366458,8439.9719,6083.254,0.7208
UTTAR PRADESH,ETAH,2019,182028,3812.8575,3057.8991,0.802
UTTAR PRADESH,ETAH,2020,163610,3948.1605,3186.0794,0.807
UTTAR PRADESH,ETAH,2021,185079,4068.5315,3384.2001,0.8318
UTTAR PRADESH,ETAH,2022,181799,4451.8228,3701.3366,0.8314
UTTAR PRADESH,ETAH,2023,197285,5170.9324,4150.5024,0.8027
UTTAR PRADESH,ETAH,2024,211992,5976.5994,4687.1541,0.7843
UTTAR PRADESH,ETAWAH,2019,103724,2716.9437,2139.4542,0.7874
UTTAR PRADESH,ETAWAH,2020,124554,3006.3149,2318.1939,0.7711
UTTAR PRADESH,ETAWAH,2021,141857,3257.6244,2532.8355,0.7775
UTTAR PRADESH,ETAWAH,2022,156390,3905.7869,2986.5405,0.7646
UTTAR PRADESH,ETAWAH,2023,172957,4704.6411,3506.7273,0.7454
UTTAR PRADESH,ETAWAH,2024,218064,6036.8417,4422.0165,0.7325
UTTAR PRADESH,FAIZABAD,2019,243846,7321.1628,5451.5887,0.7446
UTTAR PRADESH,FAIZABAD,2020,212415,5313.6209,3880.4599,0.7303
UTTAR PRADESH,FAIZABAD,2021,231374,5397.649,4010.9414,0.7431
UTTAR PRADESH,FAIZABAD,2022,237914,6050.9542,4481.1894,0.7406
UTTAR PRADESH,FARRUKHABAD,2019,163281,3269.1447,2564.8944,0.7846
UTTAR PRADESH,FARRUKHABAD,2020,157906,3347.1961,2584.6771,0.7722
UTTAR PRADESH,FARRUKHABAD,2021,168671,3559.1071,2778.0319,0.7805
UTTAR PRADESH,FARRUKHABAD,2022,179292,3981.2471,3079.4047,0.7735
UTTAR PRADESH,FARRUKHABAD,2023,194798,4689.9032,3589.4544,0.7654
UTTAR PRADESH,FARRUKHABAD,2024,205576,5475.865,4092.4488,0.7474
UTTAR PRADESH,FATEHPUR,2019,180035,3661.3491,2785.3387,0.7607
